image_id,path,relative_path,label,target,surface,source_folder,width,height,split
img_0000014,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-226.jpg,Decks\Cracked\7001-226.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000015,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-236.jpg,Decks\Cracked\7001-236.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000016,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-237.jpg,Decks\Cracked\7001-237.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000017,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-25.jpg,Decks\Cracked\7001-25.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000018,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-26.jpg,Decks\Cracked\7001-26.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000019,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-27.jpg,Decks\Cracked\7001-27.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000020,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-40.jpg,Decks\Cracked\7001-40.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000021,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-41.jpg,Decks\Cracked\7001-41.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000022,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-42.jpg,Decks\Cracked\7001-42.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000023,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-43.jpg,Decks\Cracked\7001-43.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000024,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-56.jpg,Decks\Cracked\7001-56.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000025,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-57.jpg,Decks\Cracked\7001-57.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000026,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-60.jpg,Decks\Cracked\7001-60.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000027,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-68.jpg,Decks\Cracked\7001-68.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000028,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-78.jpg,Decks\Cracked\7001-78.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000029,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-79.jpg,Decks\Cracked\7001-79.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000030,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-86.jpg,Decks\Cracked\7001-86.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000031,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-97.jpg,Decks\Cracked\7001-97.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000032,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7001-98.jpg,Decks\Cracked\7001-98.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000033,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-104.jpg,Decks\Cracked\7002-104.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000034,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-106.jpg,Decks\Cracked\7002-106.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000035,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-112.jpg,Decks\Cracked\7002-112.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000036,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-117.jpg,Decks\Cracked\7002-117.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000037,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-119.jpg,Decks\Cracked\7002-119.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000038,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-122.jpg,Decks\Cracked\7002-122.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000039,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-124.jpg,Decks\Cracked\7002-124.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000040,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-134.jpg,Decks\Cracked\7002-134.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000041,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-14.jpg,Decks\Cracked\7002-14.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000042,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-152.jpg,Decks\Cracked\7002-152.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000043,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-162.jpg,Decks\Cracked\7002-162.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000044,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-176.jpg,Decks\Cracked\7002-176.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000045,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-190.jpg,Decks\Cracked\7002-190.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000046,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-194.jpg,Decks\Cracked\7002-194.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000047,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-212.jpg,Decks\Cracked\7002-212.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000048,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-216.jpg,Decks\Cracked\7002-216.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000049,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-252.jpg,Decks\Cracked\7002-252.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000050,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-27.jpg,Decks\Cracked\7002-27.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000051,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-28.jpg,Decks\Cracked\7002-28.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000052,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-32.jpg,Decks\Cracked\7002-32.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000053,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-33.jpg,Decks\Cracked\7002-33.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000054,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-34.jpg,Decks\Cracked\7002-34.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000055,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-41.jpg,Decks\Cracked\7002-41.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000056,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-46.jpg,Decks\Cracked\7002-46.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000057,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-47.jpg,Decks\Cracked\7002-47.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000058,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-48.jpg,Decks\Cracked\7002-48.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000059,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-49.jpg,Decks\Cracked\7002-49.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000060,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-50.jpg,Decks\Cracked\7002-50.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000061,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-59.jpg,Decks\Cracked\7002-59.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000062,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-63.jpg,Decks\Cracked\7002-63.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000063,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-64.jpg,Decks\Cracked\7002-64.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000064,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-66.jpg,Decks\Cracked\7002-66.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000065,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-67.jpg,Decks\Cracked\7002-67.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000066,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-74.jpg,Decks\Cracked\7002-74.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000067,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-79.jpg,Decks\Cracked\7002-79.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000068,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-81.jpg,Decks\Cracked\7002-81.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000069,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-85.jpg,Decks\Cracked\7002-85.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000070,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-86.jpg,Decks\Cracked\7002-86.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000071,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-9.jpg,Decks\Cracked\7002-9.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000072,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7002-99.jpg,Decks\Cracked\7002-99.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000073,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-145.jpg,Decks\Cracked\7003-145.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000074,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-15.jpg,Decks\Cracked\7003-15.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000075,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-16.jpg,Decks\Cracked\7003-16.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000076,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-162.jpg,Decks\Cracked\7003-162.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000077,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-163.jpg,Decks\Cracked\7003-163.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000078,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-166.jpg,Decks\Cracked\7003-166.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000079,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-17.jpg,Decks\Cracked\7003-17.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000080,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-18.jpg,Decks\Cracked\7003-18.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000081,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-195.jpg,Decks\Cracked\7003-195.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000082,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-210.jpg,Decks\Cracked\7003-210.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000083,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-211.jpg,Decks\Cracked\7003-211.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000084,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-227.jpg,Decks\Cracked\7003-227.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000085,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-229.jpg,Decks\Cracked\7003-229.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000086,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-230.jpg,Decks\Cracked\7003-230.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000087,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-231.jpg,Decks\Cracked\7003-231.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000088,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-233.jpg,Decks\Cracked\7003-233.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000089,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-32.jpg,Decks\Cracked\7003-32.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000090,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-33.jpg,Decks\Cracked\7003-33.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000091,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-35.jpg,Decks\Cracked\7003-35.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000092,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-36.jpg,Decks\Cracked\7003-36.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000093,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-47.jpg,Decks\Cracked\7003-47.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000094,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-50.jpg,Decks\Cracked\7003-50.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000095,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-54.jpg,Decks\Cracked\7003-54.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000096,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-55.jpg,Decks\Cracked\7003-55.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000097,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-60.jpg,Decks\Cracked\7003-60.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000098,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-62.jpg,Decks\Cracked\7003-62.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000099,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-68.jpg,Decks\Cracked\7003-68.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000100,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7003-86.jpg,Decks\Cracked\7003-86.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000101,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-10.jpg,Decks\Cracked\7004-10.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000102,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-102.jpg,Decks\Cracked\7004-102.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000103,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-104.jpg,Decks\Cracked\7004-104.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000104,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-112.jpg,Decks\Cracked\7004-112.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000105,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-113.jpg,Decks\Cracked\7004-113.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000106,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-114.jpg,Decks\Cracked\7004-114.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000107,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-120.jpg,Decks\Cracked\7004-120.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000108,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-121.jpg,Decks\Cracked\7004-121.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000109,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-122.jpg,Decks\Cracked\7004-122.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000110,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-125.jpg,Decks\Cracked\7004-125.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000111,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-126.jpg,Decks\Cracked\7004-126.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000112,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-127.jpg,Decks\Cracked\7004-127.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000113,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-128.jpg,Decks\Cracked\7004-128.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000114,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-140.jpg,Decks\Cracked\7004-140.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000115,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-141.jpg,Decks\Cracked\7004-141.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,test
img_0000116,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-142.jpg,Decks\Cracked\7004-142.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000117,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-143.jpg,Decks\Cracked\7004-143.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000118,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-157.jpg,Decks\Cracked\7004-157.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000119,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-160.jpg,Decks\Cracked\7004-160.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000120,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-161.jpg,Decks\Cracked\7004-161.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000121,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-166.jpg,Decks\Cracked\7004-166.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000122,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-167.jpg,Decks\Cracked\7004-167.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000123,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-175.jpg,Decks\Cracked\7004-175.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000124,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-179.jpg,Decks\Cracked\7004-179.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,validation
img_0000125,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-193.jpg,Decks\Cracked\7004-193.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000126,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-197.jpg,Decks\Cracked\7004-197.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000127,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-21.jpg,Decks\Cracked\7004-21.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000128,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-25.jpg,Decks\Cracked\7004-25.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
img_0000129,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Cracked\7004-26.jpg,Decks\Cracked\7004-26.jpg,cracked,1,bridge_deck,Decks\Cracked,256,256,train
